review,rating,restaurant,type
"Surreal creamery is one of a kind for boba experience. This is definitely a first for me but not the last. I got the boba Floater, with taro tea and swirl matcha and taro ice cream. I substitute for lychee instead of the popular boba, but   More",5,Surreal Creamery,Ice cream shop
Have you ever wondered what Boba tea and ice cream fusion would be like? Come here to find out! Spoiler alert: it's delicious but as heavy as expected.,4,Surreal Creamery,Ice cream shop
It just the look is very yummy and eye catching. But the taste is not that good. Ice cream tastes normal and milk tea is below average. I dont recommend this.,3,Surreal Creamery,Ice cream shop
"Never tried them yet, but looks very good",4,Surreal Creamery,Ice cream shop
This place is heaven! God send and I'm not religious! I'm salivating right now just thinking about it. I've taken 6-8 people to this place and they all love it! There needs to be one in every neighborhood!,5,Surreal Creamery,Ice cream shop
It was good. Just way too sweet.,4,Surreal Creamery,Ice cream shop
"Perfect  drinks everytime,  satisfaction for your sweet cravings /street parking ",5,Surreal Creamery,Ice cream shop
Stopped by to refresh myself with a wonderful cone of vanilla ice cream but forgetting about inflation the price of $9.75 for a small cone when the server announced the amount to me nearly had me collapse into a dry heap but I began   More,5,Surreal Creamery,Ice cream shop
One of a kind you will be addicted after the first sip.,5,Surreal Creamery,Ice cream shop
One of the best ice cream in NYC. This place really amazed me. The ice cream is tasty and the presentation is really creative. You can take a jar with you if you get the mason jar.,5,Surreal Creamery,Ice cream shop
"We got the matcha taro swirl ice cream with the taro bubble tea. Although this drink is very aesthetically pleasing, flavor wise - both  ice cream flavors tasted the same. The taro bubble tea also tasted very watered down. The line was long and overall this spot is a bit overhyped.",4,Surreal Creamery,Ice cream shop
I don't know how this place doesn't have a line out the door every night! The quality of the ice cream is top notch and the Mason jars are as tasty as they are aesthetically pleasing. You won't regret going here for your ice cream fix!,5,Surreal Creamery,Ice cream shop
"This place amazed me! The ice cream was absolutely amazing, was at a great price and there was SOO much of it. You'll definitely need to share with another person to finish one. The nom nom cookie mason jar was simply amazing, same with the chocolate blackout. Could definitely recommend!",5,Surreal Creamery,Ice cream shop
"Everything that i expected, Everything looks the same as online, my daughter love it..",5,Surreal Creamery,Ice cream shop
Definitely lives up to its name because the size of these desserts is surreal its a little expensive but youre paying for the novelty and the jar you get to keep afterwards! I was pleasantly surprised because the dessert actually isnt as sweet as it looks but you still cant really finish one by yourself.,5,Surreal Creamery,Ice cream shop
"Brown sugar boba tea is delicious, if it's your first time trying it then start with this.",5,Surreal Creamery,Ice cream shop
Loved their mason jar ice cream.,5,Surreal Creamery,Ice cream shop
It was worth the drive from Staten Island. The drinks were good and the prices were right. It was quick service and they were courteous!,5,Surreal Creamery,Ice cream shop
The service here was great! Incredibly quick. The ice cream and boba both taste delicious and presentation is fantastic.,5,Surreal Creamery,Ice cream shop
"My wife and I got different flavors of Flotea, and they looked great! The ice cream was piled high. Although I should have shared one with my wife, I had planned not to finish the whole thing. However, it was so good, I forgot and   More",5,Surreal Creamery,Ice cream shop
They have a selection of delicious ice creams. You could build your own or you could choose one of their name creations. You get to keel the mason jar. Price for one is enough for two in my opinion.,5,Surreal Creamery,Ice cream shop
"I'm sorry for just two pictures lol just ate it couldn't stop, OMG this is to die for. My daughter wanted to stop here just to pick some Ice cream for her and her mom. I could not resist pleasure try it you will not regret it well maybe your waist lol. Will be back again  and again",5,Surreal Creamery,Ice cream shop
Very fun ice cream shop right by the AMC theater. I stopped there before going to the movie. The small cup of ice cream I got was about $9 and it was HUGE. I could barely finish half of it in my own. There are many choices of topping and   More,4,Surreal Creamery,Ice cream shop
I want to preface this review by saying I LOVED Surreal Creamery.  Their ice cream is delicious and Ive never had too many problems with delivery.  Then today happened.  Ive been waiting for 3 hours for a delivery Two hours in Im like   More,1,Surreal Creamery,Ice cream shop
Ice cream was HUGE! Great presentation. It is small on the inside but it wasnt a problem as it wasnt too busy the day I went.,5,Surreal Creamery,Ice cream shop
Yummy! Always a good place for some solid sweet cravings.,5,Surreal Creamery,Ice cream shop
"Had HIGH expectations after hearing raving reviews from multiple people.  After thinking about this for months, my friend and I finally made the trip here.  We were still full from brunch, but being the pigs that we sre, there's always room   More",3,Surreal Creamery,Ice cream shop
"I am VERY particular about my ice cream and this place was SO good! We got the nom nom ice cream. At first the blue kinda turned me off but the flavors were all there! I typically like milkshakes with the chunks of candy/cereal mixed in,   More",5,Surreal Creamery,Ice cream shop
"Second time coming, the ice cream is phenomenal! Tried the chocolate Mason jar one, but this purple one is way better! I can't wait to be back over and over again",5,Surreal Creamery,Ice cream shop
Perfect Sweet dessert place. Each of them were very nice!,5,Surreal Creamery,Ice cream shop
"Very tasty, they are not very sweet so you can enjoy it without feeling cloyed",5,Surreal Creamery,Ice cream shop
"The concept, portions, and pictures were great. The ice cream itself wasnt anything special. I wouldnt go back again for the ice cream itself, but maybe for the concept.",3,Surreal Creamery,Ice cream shop
Delicious ice cream. So many flavors and ideas to choose from. A must have:),5,Surreal Creamery,Ice cream shop
"After Bar Pa Tea closed, I was saddened I couldn't find a place to get boba ice cream. Then Surreal Creamery came along! They have a much more expansive menu with unique drink choices. You can also build your own if you would like. Surreal   More",5,Surreal Creamery,Ice cream shop
I love the style and flavors of the ice cream. The creativity is genius and amazing to see. The ice cream was delicious. The pricing is fair considering what you're getting for ice cream. After a nice dinner this would be the place to go to for dessert.,5,Surreal Creamery,Ice cream shop
Very fun soft serve ice cream creations. Its a lot if ice cream but tastes great so I ate the whole thing.,5,Surreal Creamery,Ice cream shop
"The most marvelously caffeinated soft serve ever!  We stopped by because the name and reviews were intriguing...  I had a cup of Earl Grey vanilla and Vietnamese coffee swirl, precisely the right pick-me-up for a day out visiting museums   More",5,Surreal Creamery,Ice cream shop
"The staff is very friendly, quicker than expected. Overall it was a great experience!",5,Surreal Creamery,Ice cream shop
"I ordered a matcha bubble tea with strawberry ice cream. The matcha showed up with no strawberry ice cream. Customer service did nothing, and they didnt care.",2,Surreal Creamery,Ice cream shop
